STATE,County,FACILITY NAME,AVG. ESTIMATE RELEASE (lb)
SC,Abbeville,BURNSTEIN VON SEELEN,2.5
SC,Abbeville,FLEXIBLE TECHNOLOGIES INC,0
SC,Abbeville,THERMAFLEX,0
SC,Abbeville,SAGE AUTOMOTIVE INTERIORS - ABBEVILLE PLANT,0
SC,Abbeville,PRYSMIAN POWER CABLES & SYSTEMS USA LLC,186.01
MS,Adams,WEBLAIN&SONS INC NATCHEZ ASPHALT PLANT,133.04
MS,Adams,WORLD ENERGY NATCHEZ LLC,3910.5
SC,Aiken,OWENS CORNING,8416.75
SC,Aiken,ALLNEX USA INC,196.62
SC,Aiken,HUBBELL POWER SYSTEMS INC,2697.17
SC,Aiken,ALLNEX USA INC NORTH AUGUSTA FACILITY,188.42
SC,Aiken,BRIDGESTONE AIKEN COUNTY PLANT,497.01
SC,Aiken,BRIDGESTONE AMERICAS TIRE OPERATIONS LLC AIKEN COUNTY OFF,218.1
SC,Aiken,AMBIOPHARM INC,114.03
SC,Aiken,MTU AMERICA INC AIKEN,5.75
SC,Aiken,ASCO LP,0.01
SC,Aiken,HPC HOLDINGS INC,676.55
SC,Aiken,AGY AIKEN LLC,28008.38
SC,Aiken,US DOE SAVANNAH RIVER OPS,2613.39
SC,Aiken,GRANITEVILLE SPECIALTY FABRICS,13247.38
SC,Aiken,AUTONEUM NA INC,0
FL,Alachua,ARGOS NEWBERRY PLANT,3089.53
FL,Alachua,AIR LIQUIDE ADVANCED MATERIALS INC,2
FL,Alachua,SIVANCE LLC,401.33
FL,Alachua,GAINESVILLE READY MIX PLANT,0.14
FL,Alachua,CEMEX GAINESVILLE NORTH,0
FL,Alachua,GAINESVILLE REGIONAL UTILITIES DEERHAVEN GENERATING STATION,198.55
FL,Alachua,BEAR ARCHERY INC DBA ESCALADE SPORTS,0.01
NC,Alamance,INDULOR AMERICA LP,101.25
NC,Alamance,CANFOR SOUTHERN PINE - GRAHAM PLANT,7519.54
NC,Alamance,EDWARDS WOOD PRODUCTS INC,0.65
NC,Alamance,HONDA POWER EQUIPMENT MANUFACTURING,385.9
NC,Alamance,LIGGETT GROUP LLC,4152.5
NC,Alamance,SOUTH ATLANTIC GALVANIZING,1605.08
NC,Alamance,ENGINEERED CONTROLS INTERNATIONAL LLC,5
NC,Alamance,SANDVIK TOOLING SUPPLY,9.15
NC,Alamance,CONCRETE SUPPLY CO  LLC - HATCHERY RD,0
NC,Alamance,APOLLO CHEMICAL,424
NC,Alamance,HYDRO EXTRUSION USA LLC,0
MS,Alcorn,KINGSFORD MANUFACTURING CO,117.3
MS,Alcorn,B & B CONCRETE CO INC CORINTH DIV,0.07
MS,Alcorn,MISSISSIPPI POLYMERS INC,162.64
MS,Alcorn,CATERPILLAR REMANUFACTURING COMPONENTS & WORKTOOLS DIV,68.1
MS,Alcorn,AYRSHIRE ELECTRONICS,0
NC,Alexander,AMERICAN ROLLER BEARING & MANUFACTURING INC,315.6
NC,Alexander,PIEDMONT COMPOSITES & TOOLING LLC,5752.5
NC,Alexander,INDUSTRIAL TIMBER LLC,15.25
NC,Alexander,TRIUMPH INSULATION SYSTEM,853.5
NC,Alleghany,AMANO PIONEER ECLIPSE CORP,0
KY,Allen,SUMITOMO ELECTRIC WIRING SYSTE MS INC,0
SC,Allendale,ARCHROMA US INC,401.77
SC,Allendale,GEORGIA-PACIFIC WOOD PRODUCTS LLC,4116.2
SC,Allendale,COLLUMS LUMBER MILL INC,10057
MS,Amite,AMITE BIOENERGY LLC,92.89
TN,Anderson,ADVANCED MEASUREMENT TECHNOLOGY,2481.18
SC,Anderson,MPLX TERMINALS LLC - BELTON SC TERMINAL,70.08
TN,Anderson,DURA-LINE CORP,0.31
KY,Anderson,FLORIDA TILE INC,1785
TN,Anderson,US TVA BULL RUN FOSSIL PLANT,2572.17
SC,Anderson,THE TIMKEN CO-HONEA PATH FACILITY,2.33
SC,Anderson,ELECTROLUX MAJOR APPLIANCES ANDERSON S C,2.46
SC,Anderson,MILLIKEN & CO-PENDLETON FINISHING PLANT,17.85
SC,Anderson,ABB MOTORS & MECHANICAL INC,0
KY,Anderson,GENERAL CABLE CORP,3.8
KY,Anderson,YKK (USA) INC SNAP & BUTTON PRODUCTS,1.43
TN,Anderson,CARLSTAR CLINTON,184.38
TN,Anderson,MANUFACTURING SCIENCES CORP,0
SC,Anderson,DUKE ENERGY CAROLINAS LLC - W S LEE STEAM STATION,22500
SC,Anderson,PLASTIC OMNIUM AUTO EXTERIORS LLC - ANDERSON,2175.5
TN,Anderson,SR SMITH LLC,0
SC,Anderson,CONCRETE SUPPLY CO  LLC - PIEDMONT,0
TN,Anderson,TECHMER PM LLC,0
SC,Anderson,CONCRETE SUPPLY CO  LLC - ANDERSON,0
TN,Anderson,NNSA Y-12 NATIONAL SECURITY COMPLEX,3388.64
SC,Anderson,E&I ENGINEERING USA CORP,55.3
TN,Anderson,AISIN AUTOMOTIVE CASTING TENNESSEE,1.02
TN,Anderson,GEON PERFORMANCE SOLUTIONS,127.5
SC,Anderson,MICHELIN NA INC US10,1
SC,Anderson,KADANT UNAFLEX,6323
TN,Anderson,ENERGYSOLUTIONS BEAR CREEK FACILITY,0
SC,Anderson,MEDLINE INDUSTRIES,13060.5
SC,Anderson,HYDRO EXTRUSION USA LLC,0
TN,Anderson,EAGLE BEND MANUFACTURING INC,48.5
SC,Anderson,MICHELIN NA INC-SANDY SPRINGS,1126.52
SC,Anderson,CUSTOM SYNTHESIS LLC,2001.5
SC,Anderson,MICHELIN NA INC-STARR FACILITY,63.28
SC,Anderson,AMERICAN CONCRETE & PRECAST LLC - ANDERSON,0
SC,Anderson,OWENS CORNING VETROTEX LLC - STARR SC,8376.17
NC,Anson,EDWARDS WOOD PRODUCTS INC,1.03
NC,Anson,ADAMS AN OLDCASTLE CO-LILESVILLE,0.01
NC,Anson,TRIANGLE BRICK-WADESBORO,0.45
GA,Appling,LAWTER INC,773.08
GA,Appling,INTERFOR US INC BAXLEY DIV,9565.68
NC,Ashe,UNITED CHEMI-CON INC,750
NC,Ashe,GE AVIATION WEST JEFFERSON,0
GA,Atkinson,LANGBOARD MDF,5398.16
AL,Autauga,SHERMAN INDUSTRIES - PRATTVILLE PLANT,0.15
AL,Autauga,TENASKA ALABAMA PARTNERS LP,5675
AL,Autauga,INTERNATIONAL PAPER,76392.93
GA,Bacon,TYSON FARMS INC RIVER VALLEY INGREDIENTS - ALMA,0
GA,Bacon,D L LEE & SONS,2000
FL,Baker,INSTEEL WIRE PRODUCTS,0
FL,Baker,BAKER PAINT MANUFACTURING,299
AL,Baldwin,SI GROUP USA LLC,40.91
AL,Baldwin,SAFETY COATINGS INC,811.33
AL,Baldwin,GULF COAST PAINT MANUFACTURING,365
AL,Baldwin,EVERWOOD TREATMENT CO,0.5
AL,Baldwin,ROHR INC (A COLLINS AEROSPACE COMPANY),566.67
AL,Baldwin,READY MIX USA LLC- DAPHNE PLANT,0
AL,Baldwin,VULCAN INC,0
AL,Baldwin,READY MIX USA LLC-DOC MCDUFFIE PLANT,0
AL,Baldwin,ASCEND PERFORMANCE MATERIALS,0.2
AL,Baldwin,BALDWIN POLE & PILING CO INC,0
KY,Ballard,INGEVITY VIRGINIA CORP-WICKLIFFE CARBON PLANT,856.14
SC,Bamberg,ROCKLAND-BAMBERG INDUSTRIES,1171.67
SC,Bamberg,TOBUL ACCUMULATOR INC,0
SC,Bamberg,DELAVAN SPRAY TECHNOLOGIES,0
AL,Barbour,MC DIXON LUMBER CO INC,16.12
AL,Barbour,TESSENDERLO KERELY INC,5012.65
AL,Barbour,CARBO CERAMICS INC - EUFAULA FACILITY,38712
AL,Barbour,ARGOS EUFAULA CONCRETE PLANT,0.03
AL,Barbour,AMERICAN BUILDINGS COMPANY-EUFAULA,2.5
AL,Barbour,EQUITY GROUP EUFAULA DIV LLC,81
AL,Barbour,SOUTHEAST WOOD,0
SC,Barnwell,AMERICAN ZINC RECYCLING CORP,945.3
SC,Barnwell,DAYCO PRODUCTS LLC WILLISTON PLANT,125
SC,Barnwell,DIXIE-NARCO,0
SC,Barnwell,AUGUSTA FIBERGLASS COATINGS INC,35447
KY,Barren,BLUEGRASS DAIRY & FOOD INC,63.75
KY,Barren,AKEBONO BRAKE CORP-GLASGOW,16.25
KY,Barren,NEMAK GLASGOW PLANT #1,204.27
KY,Barren,LSC COMMUNICATIONS / GLASGOW,2948
KY,Barren,FELKER BROTHERS,101.02
KY,Barren,NEMAK; GLASGOW PLANT #2,1
KY,Barren,FEDERAL-MOGUL MOTORPARTS CORP,225.33
GA,Barrow,SOLVAY USA INC,1063.33
GA,Barrow,JOHNS MANVILLE,1.35
GA,Barrow,STEPAN CO,285.02
GA,Barrow,HARRISON POULTRY INC,3950
GA,Bartow,PANDEL INC,0.44
GA,Bartow,MORGAN TRUCK BODY LLC- MGA RYDAL,21.18
GA,Bartow,ARGOS CARTERSVILLE CONCRETE PLANT,0.06
GA,Bartow,READY MIX USA - CARTERSVILLE,0
GA,Bartow,BOWEN STEAM ELECTRIC GENERATING PLANT,12698.66
GA,Bartow,VMC SPECIALTY ALLOYS LLC,52.07
GA,Bartow,ATCO RUBBER PRODUCTS INC,1.38
GA,Bartow,RES-TEK INC,119.5
GA,Bartow,TOYO TIRE NA MANUFACTURING INC,2.5
GA,Bartow,AMPACET CORP,13.25
GA,Bartow,WR MEADOWS OF GEORGIA,151.5
GA,Bartow,SKYLINE STEEL LLC-CARTERSVILLE,0.1
GA,Bartow,ZEP COMMERCIAL,40.5
GA,Bartow,INNOVATIVE CHEMICAL TECHNOLOGIES INC,1466.15
GA,Bartow,ANHEUSER-BUSCH LLC CARTERSVI LLE BREWERY,4547
GA,Bartow,ACCELLA POLYURETHANE SYSTEMS,0
GA,Bartow,GERDAU AMERISTEEL CARTERSVILLE STEEL MILL,1892.04
GA,Bartow,CHEMICAL PRODUCTS CORP,699.03
GA,Bartow,CETCO,822.79
GA,Bartow,GTA-NHT INC,282.3
GA,Bartow,STRATHMORE PRODUCTS INC,324.75
KY,Bath,CTI FOODS,0
FL,Bay,WESTROCK CP LLC (FORMERLY ROCK-TENN & SMURFIT-STONE),28498.85
FL,Bay,CHEVRON PANAMA CITY TERMINAL,40.74
FL,Bay,READY MIX USA LLC - PANAMA CITY MAIN PLANT,0
FL,Bay,KRATON CHEMICAL LLC,2878.75
FL,Bay,PREFERRED-PANAMA CITY BEACH RM,0
FL,Bay,US DOD USAF TYNDALL AFB FLORIDA,0
FL,Bay,TRANE COMMERCIAL SYSTEMS,7.5
FL,Bay,ARGOS PANAMA CITY BEACH CONCRETE PLANT,0.16
FL,Bay,ARGOS PANAMA CITY CONCRETE PLANT,0.11
FL,Bay,PREFERRED-PANAMA CITY 15TH RM,0
NC,Beaufort,CLARCOR ENGINE MOBILE SOLUTIONS LLC,0
SC,Beaufort,FLINT GROUP PIGMENTS,311.75
NC,Beaufort,FLANDERS FILTERS INC,1.1
SC,Beaufort,US MARINE CORPS RECRUIT DEPOT PARRIS ISLAND (RANGES),10.27
SC,Beaufort,US MARINE CORPS MCAS BEAUFORT STATION (STATION),0
NC,Beaufort,ICONIC MARINE GROUP LLC,12052.5
NC,Beaufort,PCS PHOSPHATE CO INC,72469.51
TN,Bedford,MARELLI NA INC - SHELBYVILLE,457.5
TN,Bedford,TYSON FARMS INC-PROCESSING,1829
GA,Ben Hill,LIPPERT COMPONENTS INC PLANT 16,2.56
GA,Ben Hill,MODERN DISPERSIONS SOUTH INC,3
MS,Benton,US TVA MAGNOLIA COMBINED CYCLE PLANT,24500
TN,Benton,MAGPRO LLC,526.5
SC,Berkeley,DAK AMERICAS LLC COOPER RIVER PLANT,1980.51
SC,Berkeley,CR BARD,25541.8
SC,Berkeley,SUN CHEMICAL BUSHY PARK FACILITY,32615.44
SC,Berkeley,COOPER RIVER PARTNERS LLC,1340.78
SC,Berkeley,STEEL TECHNOLOGIES LLC,0
SC,Berkeley,SEA FOX BOAT CO INC,43060.5
SC,Berkeley,PEGASUS STEEL,91.92
SC,Berkeley,LANXESS CORP  BUSHY PARK PLANT,973.5
SC,Berkeley,BP CHEMICAL CO - COOPER RIVER PLANT,9101.36
SC,Berkeley,SYMRISE INC,1960.3
SC,Berkeley,US DOD DFSP CHARLESTON,52.93
SC,Berkeley,VOLVO CAR USA LLC,1762.88
SC,Berkeley,KEMIRA CHEMICALS INC,13.47
SC,Berkeley,DOMINION ENERGY SOUTH CAROLINA - GENCO WILLIAMS STATION,4701.87
SC,Berkeley,CENTURY ALUMINUM OF SOUTH CAROLINA,34340.07
SC,Berkeley,CHARLESTON MILL SERVICE,66.36
SC,Berkeley,NUCOR STEEL-BERKELEY,1755.93
SC,Berkeley,FEDERAL LAW ENFORCEMENT TRAINING CENTER,0
SC,Berkeley,NEXANS HIGH VOLTAGE USA INC,0
SC,Berkeley,PARKER HANNIFIN CORP MT HOLLY FACILITY,0
SC,Berkeley,JW ALUMINUM MT HOLLY OPERATIONS,3920.67
SC,Berkeley,CROSS GENERATING STATION,22014.92
SC,Berkeley,CONCRETE SUPPLY CO LLC-MONCKS CORNER,0
SC,Berkeley,DU PONT COOPER RIVER PLANT,39
GA,Berrien,CHAPARRAL BOATS INC,130759.68
NC,Bertie,AVOCA LLC,122186.95
NC,Bertie,LEWISTON PROCESSING PLANT,4189.38
NC,Bertie,VALLEY PROTEINS INC - LEWISTON,214
GA,Bibb,CHEROKEE BRICK & TILE CO,5780.63
GA,Bibb,TRANE MACON (FC BUILDING),0
GA,Bibb,MPLX TERMINALS LLC - MACON GA TERMINAL,121.58
GA,Bibb,ARMSTRONG WORLD INDUSTRIES INC,13352.47
GA,Bibb,ARGOS MACON CONCRETE PLANT,0.18
GA,Bibb,YKK (USA) INC NATIONAL MANUFACTURING CENTER,125
GA,Bibb,YKK (USA) INC - NATIONAL MAN UFACTURING CENTER,1.25
GA,Bibb,GRAPHIC PACKAGING INTERNATIONAL LLC,19598.57
GA,Bibb,SOLENIS LLC,232.5
AL,Bibb,CAHABA PRESSURE TREATED FOREST PRODUCTS INC,711.18
NC,Bladen,DYNAPAR CORP DBA SPECIALTY PRODUCT TECHNOLOGIES,0.13
NC,Bladen,MURPHY-BROWN LLC BLADEBORO FEED MILL,2.6
NC,Bladen,CHEMOURS CO - FAYETTEVILLE WORKS,6021.81
NC,Bladen,SMITHFIELD-TAR HEEL,14591.94
NC,Bladen,DUPONT SPECIALTY PRODUCTS USA LLC,34094.5
NC,Bladen,KURARAY AMERICA-FAYETTEVILLE,51762.25
NC,Bladen,S&W ELIZABETHTOWN PLANT,0
NC,Bladen,CAMPBELL OIL & GAS CO,0
AL,Blount,TYSON FARMS INC - BLOUNTSVILLE PROCESSING PLANT,568.83
TN,Blount,SANFORD BRANDS,0
TN,Blount,RECKLESS INDUSTRIES LLC,1150
TN,Blount,ROYAL METAL POWDERS INC,64
TN,Blount,DENSO MANUFACTURING TENNESSEE INC,516.94
TN,Blount,SKIER'S CHOICE INC,47147.25
TN,Blount,SMOKY MOUNTAIN METALS INC,2.5
TN,Blount,ARCONIC,7125.28
TN,Blount,FLEX-N-GATE ROCKFORD,240.04
TN,Blount,READY MIX USA LLC-ROCKFORD PLANT,0
MS,Bolivar,BAXTER HEALTHCARE CORP,11.11
MS,Bolivar,QUALITY STEEL CORP,409.75
KY,Boone,LYONS EAST,27.5
KY,Boone,BENDA-LUTZ CORP,141.25
KY,Boone,CELANESE ENGINEERED MATERIALS,244.05
KY,Boone,BEST SANITIZERS INC,0
KY,Boone,ROBERT BOSCH AUTOMOTIVE STEERING LLC,0
KY,Boone,GREIF PACKAGING LLC,32866
KY,Boone,GE ALSTOM POWER,2.5
KY,Boone,THUSSENKRUPP ROTHE ERDE USA INC,0
KY,Boone,THYSSENKRUPP ROTHE ERDE USA INC,0
KY,Boone,M-I LLC SWECO DIV,2.5
KY,Boone,DIVERSIFIED STRUCTURAL COMPOSITES,40501
KY,Boone,SFC GLOBAL SUPPLY CHAIN INC FLORENCE KY,6612.5
KY,Boone,BOGE RUBBER & PLASTICS USA LLC,2.5
KY,Boone,CRANE COMPOSITES INC,631.17
KY,Boone,MEYER TOOL INC,0
KY,Boone,GIVAUDAN FLAVORS CORP,103.6
KY,Boone,KUSTOM GROUP,0
KY,Boone,MUBEA INC,35.45
KY,Boone,SOUTHERN GRAPHIC SYSTEMS LLC,182.8
KY,Boone,WELDING ALLOYS USA INC,19.86
KY,Boone,OBARA CORP USA,0
KY,Boone,DUKE ENERGY KENTUCKY INC - EAST BEND GENERATING STATION,15179.74
KY,Boone,EAGLE MANUFACTURING LLC,15.97
KY,Boone,ARISTECH SURFACES LLC,6766.5
KY,Boone,CLARIOS LLC,13.35
KY,Bourbon,KENTUCKY SMELTING TECHNOLOGY,0
KY,Bourbon,AVANTOR PERFORMANCE MATERIALS,11.45
KY,Bourbon,CENTRAL MOTOR WHEEL OF AMERICA (DBA CMWA),800.43
KY,Bourbon,ITW COMMERCIAL CONSTRUCTION NA,0
KY,Bourbon,ENNIS FLINT - PARIS,1246.08
KY,Boyd,CATLETTSBURG REFINING LLC,3385.65
KY,Boyd,CALGON CARBON CORP,513.26
KY,Boyd,FEDERAL CORRECTIONAL INSTITUTION ASHLAND KY,2.75
KY,Boyd,HUNTINGTON ALLOYS CORP,82.29
KY,Boyd,AK STEEL CORP,47.16
KY,Boyle,MEGGITT AIRCRAFT BRAKING SYSTEMS KENTUCKY CORP,31.53
KY,Boyle,DANA SEALING MANUFACTURING LLC,2.53
KY,Boyle,INTELLIGRATED SYSTEMS LLC,0.38
KY,Boyle,LSC COMMUNICATIONS /DANVILLE,3131.18
KY,Boyle,DENYO MANUFACTURING CORP,0.05
FL,Bradford,DARLING INGREDIENTS INC,0
TN,Bradley,MANUFACTURER'S CHEMICAL LP,1998
TN,Bradley,MARS WRIGLEY,0
TN,Bradley,WACKER POLYSILICON NA,274.35
TN,Bradley,WHIRLPOOL - CLEVELAND OPERATIONS,100
TN,Bradley,OLIN CORP CHARLESTON PLANT,44.93
TN,Bradley,CORMETECH INC,4143
TN,Bradley,BEIERSDORF MANUFACTURING LLC,25.5
TN,Bradley,EATON CORP,1653.75
TN,Bradley,DURACELL,1434.69
TN,Bradley,INNOVATIVE WATER CARE LLC  DBA SIGURA,55709.29
TN,Bradley,MUELLER CO-CLEVELAND,554.13
FL,Brevard,MNEMONICS INC,0
FL,Brevard,DRS NETWORK & IMAGING SYSTEMS,0.5
FL,Brevard,RENESAS ELECTRONICS AMERICA INC,588.41
FL,Brevard,MC ASSEMBLY,0.01
FL,Brevard,ROCKWELL COLLINS,0.5
FL,Brevard,US NASA JOHN F KENNEDY SPACE CENTER,0.56
FL,Brevard,TITAN FLORIDA-MELBOURNE RMC PLANT,0.01
FL,Brevard,MACK TECHNOLOGIES INC,0.5
FL,Brevard,DESIGNER'S CHOICE CABINETRY,12113.71
FL,Brevard,L3HARRIS TECHNOLOGIES INC,1
FL,Brevard,CEMEX COCOA / CITY POINT,0
FL,Brevard,VECTORWORKS MARINE LLC,7392.5
FL,Brevard,RICHARD'S PAINT MANUFACTURING INC,0
FL,Brevard,PREFERRED-MELBOURNE RM,0.01
FL,Brevard,CUSTOM CATS MI INC,4476.5
FL,Brevard,HYDRO PRECISION TUBING USA LLC,127.5
FL,Brevard,REAL FLEET SOLUTIONS,2179.58
FL,Brevard,SEA RAY BOATS INC MERRITT ISLAND,15800
FL,Brevard,VECTORWORKS MERRITT ISLAND,5103.5
FL,Brevard,FAR RESEARCH INC (DBA FAR CHEMICAL INC),1765.57
FL,Brevard,CEMEX MELBOURNE,0
FL,Brevard,CEMEX VALKARIA,0
FL,Brevard,US AIR FORCE PATRICK AFB FL,16.27
FL,Brevard,COMPSYS,0
FL,Brevard,TITAN FLORIDA-COCOA RMC PLANT,0.02
FL,Brevard,DELTA GROUP ELECTRONICS INC OF FLORIDA,0
FL,Brevard,SYMETRICS INDUSTRIES LLC DBA EXTANT AEROSPACE,0
FL,Brevard,FPL-CAPE CANAVERAL ENERGY CENTER,31602
GA,Brooks,LANGBOARD OSB,636
FL,Broward,FPL PORT EVERGLADES ENERGY CENTER,30801.5
FL,Broward,MPLX TERMINALS LLC - FT LAUDERDALE EISENHOWER,136.29
FL,Broward,ABB INC,0
FL,Broward,TROPICAL ASSEMBLIES INC,0
FL,Broward,CHEVRON PORT EVERGLADES TERMINAL,112.53
FL,Broward,TITAN FLORIDA-FT LAUDERDALE RMC PLANT,0.06
FL,Broward,PUBLIX DEERFIELD BEACH FACILITY,0
FL,Broward,HOERBIGER CORP OF AMERICA INC,0
FL,Broward,HYPERION MATERIALS & TECHNOLOGIES - POMPANO,5.75
FL,Broward,FPL-LAUDERDALE POWER PLANT,7.01
FL,Broward,MOTIVA ENTERPRISES LLC - PORT EVERGLADES EAST TERMINAL,151.29
FL,Broward,MOTIVA PORT EVERGLADES SOUTH TERMINAL,147.38
FL,Broward,HIGH SIERRA TERMINALING LLC,0
FL,Broward,AVEVA DRUG DELIVERY SYSTEMS,1383.83
FL,Broward,KARNAK SOUTH,21.67
FL,Broward,ASTRONICS DME LLC,0
FL,Broward,CEMEX NORTH POMPANO,0
FL,Broward,ARGOS DEERFIELD BEACH CONCRETE PLANT,0.08
FL,Broward,HYPERION MATERIALS & TECHNOLOGIES - DEERFIELD,0
FL,Broward,FHP MANUFACTURING CO,0.5
FL,Broward,SOUTH FLORIDA MATERIALS CORP DBA VECENERGY-PORT EVERGLADES,200.37
FL,Broward,TITAN FLORIDA-POMPANO BEACH RMC PLANT,0.03
FL,Broward,PORT CONSOLIDATED INC,166.67
FL,Broward,STIMPSON CO INC,0
FL,Broward,LEXTM3 SYSTEMS,0
FL,Broward,DUSKY MARINE INC,11828.3
FL,Broward,COASTAL AN OLDCASTLE CO,0.02
FL,Broward,OZINGA READY-MIX DAVIE,0.05
FL,Broward,MPLX TERMINALS LLC - FT LAUDERDALE SPANGLER,137.96
FL,Broward,EXXON MOBIL OIL CORP PORT EVERGLADES TERMINAL,580.52
FL,Broward,CEMEX SOUTH FORT LAUDERDALE,0
NC,Brunswick,AMERICAN DISTILLATION INC,1589.05
NC,Brunswick,S&W SUPPLY PLANT,0
NC,Brunswick,S&W SOUTHPORT,0
NC,Brunswick,COATINGS & ADHESIVES CORP,255.32
NC,Brunswick,ADM SOUTHPORT,0
NC,Brunswick,CPI USA NORTH CAROLINA LLC,7393.66
NC,Brunswick,ARGOS READY MIX LELAND CONCRETE PLANT,0.1
NC,Brunswick,VICTAULIC CO - LELAND FACILITY,0
NC,Brunswick,CAROLINA POLE LELAND,0.33
GA,Bryan,CAESARSTONE TECHNOLOGIES USA,2993
GA,Bryan,DANIEL DEFENSE INC,0
GA,Bryan,ORAFOL AMERICAS INC,3385.6
KY,Bullitt,LOUISVILLE SEATING SYSTEMS,8.5
GA,Bulloch,ARGOS STATESBORO CONCRETE  PLANT,0.05
GA,Bulloch,M-D BUILDING PRODUCTS INC,28.25
GA,Bulloch,GREAT DANE TRAILERS,13.61
GA,Bulloch,GAF,29.3
GA,Bulloch,BRIGGS & STRATTON CORP,0.63
GA,Bulloch,CLAUDE HOWARD LUMBER CO INC,4.55
AL,Bullock,WAYNE FARMS LLC - UNION SPRINGS FRESH PLANT,0
NC,Buncombe,SOUTHERN CONCRETE MATERIALS-POND ROAD PLANT,0.01
NC,Buncombe,UNISON ENGINE COMPONENTS,0.83
NC,Buncombe,SOUTHERN CONCRETE MATERIALS-WEAVERVILLE PLANT,0.01
NC,Buncombe,AMCOR FLEXIBLES,320.5
NC,Buncombe,DAY INTERNATIONAL INC,26585
NC,Buncombe,ADAMS AN OLDCASTLE CO-ASHEVILLE,0
NC,Buncombe,LINAMAR NC,0
NC,Buncombe,CAROLINA READY MIX & BUILDERS SUPPLY LLC - SWANNANOA,0
NC,Buncombe,DUKE ENERGY PROGRESS LLC-ASHEVILLE STEAM ELECTRIC PLANT,1396.63
NC,Buncombe,SOUTHERN CONCRETE MATERIALS-GROVESTONE PLANT,0
NC,Buncombe,SHAKESPEARE CO LLC,3433
NC,Buncombe,DAVE STEEL CO INC,7.48
NC,Buncombe,KEARFOTT CORP MOTION SYSTEMS DIV,0.01
NC,Buncombe,US NATL PARK SERVICE BLUE RIDGE PARKWAY (BLRI),0
NC,Buncombe,SAMOA CORP,0
NC,Buncombe,THERMO FISHER SCIENTIFIC,225.9
NC,Buncombe,EMERSON AUTOMATION SOLUTIONS,0
NC,Buncombe,BORGWARNER TURBO SYSTEMS,0
NC,Buncombe,TYCO ELECTRONICS/CIID,0
NC,Buncombe,EATON - ARDEN NC ASHEVILLE,0
NC,Buncombe,ABB MOTORS & MECHANICAL INC,1.05
NC,Buncombe,RUSSELL STANDARD CORP,0
NC,Buncombe,SOUTHERN CONCRETE MATERIALS-BILTMORE PLANT,0
NC,Burke,AMERICAN ROLLER BEARING CO,625.6
NC,Burke,HEXION INC - MORGANTON FACILITY,2536.84
NC,Burke,MOLDED FIBER GLASS NORTH CAROLINA,7459
NC,Burke,VEKA EAST,0
NC,Burke,AMERICAN ROLLER BEARING,2720.5
NC,Burke,LEVITON MANUFACTURING CO INC,0
NC,Burke,SCM-KERR MORGANTON PLANT,0.01
NC,Burke,SGL CARBON LLC,5225.1
NC,Burke,SAFT AMERICA INC,20.14
NC,Burke,ENVIRONMENTAL INKS - A MEMBER OF THE SIEGWERK GROUP,233
NC,Burke,MERITOR HEAVY VEHICLE SYSTEMS LLC,5
KY,Butler,REAL ALLOY RECYCLING LLC,5013.2
AL,Butler,COASTAL FOREST PRODUCTS LLC,7311.35
NC,Cabarrus,AIRGAS SPECIALTY PRODUCTS-CONCORD NC,900
NC,Cabarrus,SOUTHERN CONCRETE MATERIALS-CONCORD PLANT,0.01
NC,Cabarrus,HEIQ CHEMTEX INC,6
NC,Cabarrus,DNP IMAGINGCOMM AMERICA CORP,5314.67
NC,Cabarrus,COMMERCIAL VEHICLE GROUP,2.5
NC,Cabarrus,PASS & SEYMOUR LEGRAND,375
NC,Cabarrus,CORNING CONCORD,4620.25
NC,Cabarrus,OLDCASTLE PRECAST INC,0
NC,Cabarrus,GALVAN INDUSTRIES INC,576.64
NC,Cabarrus,INTERTAPE POLYMER GROUP,1806.25
NC,Cabarrus,VENATOR CHEMICALS LLC,63.43
NC,Cabarrus,OILES AMERICA CORP,0
NC,Cabarrus,MLM VENTURES-CAROLINA COUNTERS CORP,3786.5
NC,Cabarrus,TARHEEL MARBLE CO INC,2063.5
NC,Cabarrus,CONCRETE SUPPLY CO LLC - CONCORD,0
NC,Cabarrus,MAUSER USA LLC,12420
NC,Caldwell,NEPTCO INC,4920.5
NC,Caldwell,RPM WOOD FINISHES GROUP INC,1902.94
KY,Caldwell,TREEHOUSE FOODS,60032.5
NC,Caldwell,CONTINENTAL STRUCTURAL PLASTICS LLC-LENOIR,4907.5
NC,Caldwell,LENOIR MIRROR CO,0.04
KY,Caldwell,WYMAN GORDON CO,1.25
NC,Caldwell,SHURTAPE TECHNOLOGIES LLC-HUDSON OPP PLANT,123788.5
AL,Calhoun,NGC INDUSTRIES LLC,0.1
AL,Calhoun,KRONOSPAN LLC - OHATCHEE LOG YARD,0.06
MS,Calhoun,WEYERHAEUSER NR CO BRUCE FACILITY,30643.5
AL,Calhoun,US ARMY - ANNISTON ARMY DEPOT,948.19
AL,Calhoun,FLINT GROUP PACKAGING INKS NA LLC,303.98
AL,Calhoun,SOLUTIA INC ANNISTON PLANT,3160.5
AL,Calhoun,PARKER HANNIFIN CORP,0
AL,Calhoun,FABARC STEEL SUPPLY INC,125
AL,Calhoun,US ARMY NATIONAL GUARD FORT MCCLELLAN RANGES,0
AL,Calhoun,TYLER UNION,564.84
SC,Calhoun,DEVRO INC,1882.5
