STATE,County,FACILITY NAME,AVG. ESTIMATE RELEASE (lb)
FL,Dixie,OLD CASTLE LAWN & GARDEN APG,0
GA,Dodge,DYNAMIC PAINT SOLUTION,42.5
GA,Dooly,TYSON FARMS INC,215
GA,Dooly,REEVES CONSTRUCTION COMPANY-VIENNA HMAF,0.38
SC,Dorchester,SCOUT BOATS INC,76157
SC,Dorchester,ROBERT BOSCH LLC - CHARLESTON PLANT,2.26
SC,Dorchester,AVOCA LLC,483.5
SC,Dorchester,KEY WEST BOATS INC PLANT 2 (SUMMERVILLE),27202.5
SC,Dorchester,GIANT CEMENT CO,52.58
SC,Dorchester,KEY WEST BOATS INC PLANT 1 (RIDGEVILLE),25352.5
SC,Dorchester,SHOWA DENKO CARBON INC,187.28
SC,Dorchester,SPORTSMAN BOAT MANUFACTURING INC,31774.75
SC,Dorchester,KAPSTONE CHARLESTON KRAFT LLC SUMMERVILLE LUMBER MILL,1.62
SC,Dorchester,ARGOS CEMENT HARLEYVILLE PLANT,1850.23
SC,Dorchester,BRITELINE EXTRUSIONS INC,0.63
SC,Dorchester,EVERRIS NA INC SUMMERVILLE SITE,0
SC,Dorchester,CUTTING EDGE COMPOSITES,8402.5
GA,Dougherty,SCHUFF STEEL - ATLANTIC INC,3.82
GA,Dougherty,U.S. MARINE CORPS LOGISTICS BASE ALBANY,0
GA,Dougherty,SASCO CHEMICAL GROUP INC,2
GA,Dougherty,THE PROCTER & GAMBLE PAPER PRODUCTS CO,0.57
GA,Dougherty,MOLSON COORS BEVERAGE CO USA LLC,939.75
GA,Dougherty,ALBANY READY MIX PLANT,0.03
GA,Douglas,SOUTHEAST COOLER,0
GA,Douglas,CRAIG WIRE PRODUCTS LLC,448.5
GA,Douglas,SOUTHERN ALUMINUM FINISHING CO WINSTON PAINT,5564.5
GA,Douglas,BITUMAR (GEORGIA) INC,25.5
GA,Douglas,ALP LIGHTING COMPONENTS INC,0
NC,Duplin,MURPHY-BROWN LLC WARSAW FEED MILL,4.52
NC,Duplin,BUTTERBALL LLC,5000
NC,Duplin,S&W WALLACE PLANT,0
NC,Duplin,VALLEY PROTEINS INC-ROSE HILL FACILITY,281.67
NC,Duplin,MURPHY-BROWN LLC ROSEMARY FEED MILL,3.45
NC,Duplin,HOUSE OF RAEFORD FARMS INC WALLACE DIV,123.5
NC,Duplin,HOUSE OF RAEFORD FARMS INC,29.8
NC,Duplin,MURPHY-BROWN LLC CHIEF FEED MILL,2.98
NC,Durham,AW NORTH CAROLINA,0
NC,Durham,BIOGEN RTP,6.25
NC,Durham,CREE RESEARCH TRIANGLE PARK,195.34
NC,Durham,ARGOS READY MIX HWY 55 CONCRETE PLANT,0.08
NC,Durham,IPS STRUCTURAL ADHESIVES INC,3471.25
NC,Durham,GENERAL ELECTRIC AVIATION - DURHAM ENGINE FACILITY,6.33
NC,Durham,BRENNTAG MID-SOUTH,259.25
NC,Durham,ARGOS READY MIX PLUM ST CONCRETE PLANT,0.06
NC,Durham,CORMETECH INC,0
NC,Durham,FOUNDATION LABS BY PLY GEM LLC,2.4
NC,Durham,SCM METAL PRODUCTS INC,1635.99
NC,Durham,CREE INC,721.73
FL,Duval,WESTROCK CP LLC,2082.23
FL,Duval,SAFT AMERICA,1.91
FL,Duval,JCI JONES CHEMICALS INC,2
FL,Duval,PREFERRED-ALTA-RM,0.02
FL,Duval,METALPLATE GALVANIZING LP,0
FL,Duval,INSTEEL WIRE PRODUCTS CO,0
FL,Duval,ARGOS EDGEWOOD READY MIX PLANT,0.06
FL,Duval,US NAVY NAVAL AIR STATION JACKSONVILLE,0
FL,Duval,US GYPSUM CO,10.45
FL,Duval,PETROLEUM CONTAINMENT INC,12952.5
FL,Duval,ANHEUSER BUSCH-JACKSONVILLE BREWERY,6338.67
FL,Duval,BRADDOCKMETALLURGICAL INC,115.58
FL,Duval,OWENS CORNING,0.62
FL,Duval,ANCHOR GLASS CONTAINER CORP-JACKSONVILLE,18.5
FL,Duval,MEDTRONIC XOMED LLC,6
FL,Duval,JOHNS MANVILLE JACKSONVILLE,14.14
FL,Duval,COASTAL AN OLDCASTLE CO,0
FL,Duval,US NATURAL RESOURCES INC,3278.83
FL,Duval,US DOD MARINE CORPS BLOUNT ISLAND COMMAND,0
FL,Duval,TITAN FLORIDA-EASTPORT ROAD RMC PLANT,0.01
FL,Duval,OLDCASTLE PRECAST INC,0
FL,Duval,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,5125.55
FL,Duval,SWISHER INTERNATIONAL INC,125
FL,Duval,ARGOS NEW BERLIN READY MIX PLANT,0.11
FL,Duval,BLANCHARD TERMINAL CO - JACKSONVILLE FL TERMINAL,234.67
FL,Duval,METAL CONTAINER CORP-JACKSONVILLE CAN PLANT,18989.48
FL,Duval,JOHNSON & JOHNSON VISION CARE INC,0
FL,Duval,ARGOS UNIVERSITY READY MIX PLANT,0.11
FL,Duval,FIRESTONE BUILDING PRODUCTS CO,3.75
FL,Duval,REICHHOLD LLC 2,806.75
FL,Duval,PREFERRED-BALDWIN RM,0.01
FL,Duval,CMC STEEL FLORIDA,533.1
FL,Duval,ST JOHNS RIVER POWER PARK/NORTHSIDE GENERATING STATION,16489.15
FL,Duval,SEMCO,0
FL,Duval,GOODRICH CORP,205
FL,Duval,U.S. NAVY NAVAL STATION MAYPORT,7.36
FL,Duval,IFF CHEMICAL HOLDINGS INC,154.26
FL,Duval,L&P MATERIALS MANUFACTURING INC,34.68
FL,Duval,ENKEI FLORIDA INC,0.59
FL,Duval,TITAN FLORIDA-GREENLAND ROAD RMC PLANT,0.01
FL,Duval,WWF OPERATING CO,0
FL,Duval,SYMRISE AG JACKSONVILLE,249.88
FL,Duval,JEA BRANDY BRANCH GENERATING STATION,7972
FL,Duval,TREND OFFSET PRINTING SERVICES INC,3325
FL,Duval,UNISON INDUSTRIES LLC,0.45
FL,Duval,ROOSEVELT READY MIX PLANT,0.08
FL,Duval,AIRGAS USA LLC,960.5
TN,Dyer,FRAZIER INDUSTRIAL CO - DYERSBURG TN FACILITY,10019
TN,Dyer,HEXPOL COMPOUNDING COLONIAL RUBBER WORKS,11.13
TN,Dyer,SRG GLOBAL COATINGS LLC,665.25
TN,Dyer,EATON - NEWBERN,481.67
TN,Dyer,GEON PERFORMANCE SOLUTIONS,125.83
TN,Dyer,THE HILLSHIRE BRANDS CO,0
TN,Dyer,NORTEK GLOBAL HVAC,0
TN,Dyer,EXCALIBAR MINERALS LLC,0.01
GA,Early,REPUBLIC CONDUIT INC,870.64
GA,Early,GA PAC CEDR SPRINGS,23264.8
NC,Edgecombe,KEIHIN CAROLINA SYSTEM TECHNOLOGY LLC,4677.83
NC,Edgecombe,HC COMPOSITES LLC,22658
NC,Edgecombe,LS CABLE & SYSTEM U.S.A.  INC.,0.77
NC,Edgecombe,JOHNSON CONTROLS INC,17032.5
NC,Edgecombe,ABB INC,0
NC,Edgecombe,SARA LEE FROZEN BAKERY LLC,0
NC,Edgecombe,SWIMWAYS CORP,0
SC,Edgefield,FEDERAL BUREAU PRISONS EDGEFIELD,0.21
GA,Effingham,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,5306.13
GA,Effingham,GEORGIA TRANSFORMER CORP,0
GA,Effingham,MCINTOSH ELECTRIC GENERATING PLANT,30178.35
GA,Elbert,PILGRIM'S PRIDE ELBERTON PROCESSING PLANT,1996.5
AL,Elmore,NEPTUNE TECHNOLOGY GROUP INC,0
GA,Emanuel,CRIDER INC - STILLMORE,250
GA,Emanuel,INTERFOR US INC SWAINSBORO DIV,6188.47
FL,Escambia,U.S. NAVY NAVAL AIR STATION PENSACOLA,0.33
FL,Escambia,INTERNATIONAL PAPER PENSACOLA MILL,26366.84
AL,Escambia,ALABAMA CHIPS INC,0
AL,Escambia,BREWTON IRON WORKS INC,0
AL,Escambia,BIG ESCAMBIA CREEK GAS PLANT,31052
FL,Escambia,GULF POWER CO - PLANT CRIST,8615.86
AL,Escambia,SWIFT LUMBER INC,0
FL,Escambia,BLAZER BOATS INC,7980
AL,Escambia,FRIT CAR INC,299.5
AL,Escambia,HUXFORD POLE & TIMBER CO INC,0.07
FL,Escambia,READY MIX USA LLC - BAYOU CHICO,0
AL,Escambia,T R MILLER MILL CO INC,3414.69
FL,Escambia,JUPITER BACH NA,47898.5
FL,Escambia,CEREX ADVANCED FABRICS INC,294
FL,Escambia,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,1481.85
AL,Escambia,TIGER SUL PRODUCTS LLC,238.5
FL,Escambia,KRATON CHEMICAL LLC,1147.33
AL,Escambia,GREDE II - BREWTON,177.17
FL,Escambia,READY MIX USA LLC-CANTONMENT PLANT,0
FL,Escambia,PALL CORP,121.5
AL,Escambia,GEORGIA-PACIFIC BREWTON LLC,39904.27
FL,Escambia,ARGOS PENSACOLA CONCRETE PLANT,0.05
FL,Escambia,REICHHOLD LLC2,1771.63
FL,Escambia,EXXONMOBIL CHEMICAL CO,35.5
FL,Escambia,ARMSTRONG WORLD INDUSTRIES INC,399.6
FL,Escambia,COASTAL AN OLDCASTLE CO,0.01
AL,Etowah,INTEVA PRODUCTS,3
AL,Etowah,FEHRER AUTOMOTIVE NA LLC,1766.85
AL,Etowah,TENNESSEE ALUMINUM PROCESSORS INC,1284.19
AL,Etowah,STAMPED PRODUCTS INC,0.33
AL,Etowah,KEYSTONE FOODS LLC - ALABAMA DIV,0
AL,Etowah,SHERMAN INDUSTRIES - RAINBOW CITY PLANT,0.22
AL,Etowah,KOCH FOODS OF GADSDEN,686.38
AL,Etowah,THE GOODYEAR TIRE & RUBBER CO,119.05
GA,Evans,CLAXTON POULTRY FARMS,2601
GA,Evans,SOUTH ATLANTIC GALVANIZING,1269.73
SC,Fairfield,WINNSBORO FIBRES LLC,222.9
SC,Fairfield,ISOLA USA CORP,396.92
SC,Fairfield,PALMETTO IMAGING TECHNOLOGY L LC,987.73
GA,Fannin,SOUTHERN CONCRETE MATERIALS-MCCAYSVILLE PLANT,0
AL,Fayette,GEORGIA PACIFIC WOOD PRODUCTS LLC BELK AL,12600
KY,Fayette,WEBASTO ROOF SYSTEMS INC,75
GA,Fayette,FAIRBURN RM - PEACHTREE CITY PLANT,0.63
GA,Fayette,HOSHIZAKI AMERICA INC,0
AL,Fayette,DAL-TILE CORP FAYETTE PLANT,15.75
GA,Fayette,FAIRBURN RM - TYRONE PLANT,0.4
AL,Fayette,OX BODIES INC,300.78
KY,Fayette,CERADYNE INC A 3M CO,34.5
TN,Fayette,AOC TENNESSEE PLANT,1741.33
KY,Fayette,CENTRAL KENTUCKY PROCESSING INC,544.5
KY,Fayette,FEDERAL MEDICAL CENTER LEXINGTON,0.31
KY,Fayette,SCHNEIDER ELECTRIC USA INC,2244.92
TN,Fayette,STABILIT AMERICA INC,8034.67
KY,Fayette,OLDCASTLE PRECAST INC,0
KY,Fayette,FORTERRA CONCRETE INDUSTRIES INC - LEXINGTON,0.04
GA,Fayette,GS II,1.31
KY,Fayette,TRANE TECHNOLOGIES,0.05
KY,Fayette,MPLX TERMINALS LLC - LEXINGTON KY TERMINAL,88.42
GA,Fayette,GEORGIA MASONRY SUPPLY TYRONE,0.01
KY,Fayette,SAFETY-KLEEN SYSTEMS LEXINGTON (LEK),0
KY,Fayette,PRESTRESS SERVICES INDUSTRIES LLC-LEXINGTON BRANCH,0.29
GA,Fayette,EVERLUBE PRODUCTS,705.75
KY,Fayette,LINK-BELT CRANES LP LLLP A DELAWARE LTD LIABILITY L,2.75
GA,Fayette,READY MIX USA LLC - TYRONE PLANT,0
AL,Fayette,SHOWA BEST GLOVE INC,0
TN,Fayette,MMC MATERIALS INC - ROSSVILLE PLANT,0.1
FL,Flagler,CEMEX BUNNELL NORTH,0
FL,Flagler,SANDVIK PALM COAST,479.17
FL,Flagler,ARGOS BUNNELL READY MIX PLANT,0.18
FL,Flagler,SEA RAY BOATS INC,9875.25
SC,Florence,GE HEALTHCARE,0.68
SC,Florence,HONDA OF SOUTH CAROLINA MANUFACTURING INC,3.25
SC,Florence,CLARIOS LLC FLORENCE DC,0
SC,Florence,CLARIOS LLC,32.1
SC,Florence,PATHEON API INC,1262.13
SC,Florence,PATHEON,239.6
SC,Florence,CONCRETE SUPPLY CO - FLORENCE,0
SC,Florence,KOPPERS INC (FLORENCE SC),400.73
SC,Florence,PLANT 84 - FLORENCE,0.04
SC,Florence,WESTROCK CP LLC,40363.5
SC,Florence,CHARLES INGRAM LUMBER CO,17.65
SC,Florence,NUCOR CORP VULCRAFT DIV,4900.43
SC,Florence,STEELFAB INC OF SOUTH CAROLINA,1685.42
SC,Florence,NAN YA PLASTICS CORP AMERICA,3884.51
SC,Florence,INTERNATIONAL KNIFE & SAW INC,0
GA,Floyd,PEACH STATE LABORATORIES LLC,171.5
GA,Floyd,A & L SHIELDING INC,0
GA,Floyd,PROFILE CUSTOM EXTRUSIONS LLC,6665
GA,Floyd,BEKAERT CORP,367.51
GA,Floyd,HAMMOND STEAM ELECTRIC GENERATING PLANT,2570.38
GA,Floyd,WORLD ENERGY ROME,3290.5
GA,Floyd,INTERNATIONAL PAPER ROME LINERBOARD MILL,51389.28
GA,Floyd,GENERAL SHALE BRICK INC PLANT #40,510
GA,Floyd,BALL CONTAINER LLC - ROME CAN PLANT,19390
GA,Floyd,PIRELLI TIRE NORTH AMERICA,20.5
GA,Floyd,SI STOREY LUMBER CO INC,0
GA,Floyd,F & P GEORGIA,28
GA,Floyd,ADVANCED STEEL TECHNOLOGY,27.68
GA,Floyd,GEORGIA-PACIFIC WOOD PRODUCTS LLC ROME LUMBER OPERATIONS,18000
MS,Forrest,ZEON CHEMICALS LP MISSISSIPPI PLANT,28790.44
MS,Forrest,USA YEAST CO,2.5
MS,Forrest,US ARMY NATIONAL GUARD CAMP SHELBY RANGES,9.22
MS,Forrest,JOHNSON CONTROLS INC-HATTIESBURG,0.83
MS,Forrest,C L DEWS & SONS FOUNDRY & MACHINERY CO INC,172.1
MS,Forrest,KOHLER CO,0
MS,Forrest,MAR-JAC POULTRY MS LLC,1008.38
MS,Forrest,RESINALL CORP,628.43
MS,Forrest,MISSISSIPPI TANK CO,63.75
NC,Forsyth,CLARIOS LLC,22.3
GA,Forsyth,INNOVATIVE CIRCUITS INC,0
NC,Forsyth,KABA ILCO CORP,0.05
NC,Forsyth,INGREDION INC - WINSTON SALEM PLANT,10002.09
GA,Forsyth,TYSON RIVER VALLEY INGREDIENTS CUMMING,2993.17
GA,Forsyth,ROTO-DIE CO INC,0
NC,Forsyth,DOWNTOWN CONCRETE PLANT,0.04
GA,Forsyth,ARGOS CUMMING CONCRETE PLANT,0.08
NC,Forsyth,TRISEAL OPCO LLC - POLO ROAD COMPLEX,4318
NC,Forsyth,STRATFORD METAL FINISHING INC,0
NC,Forsyth,STRUCTURAL STEEL OF CAROLINA,865.67
GA,Forsyth,SOLVAY SPECIALTY POLYMERS USA LLC-ALPHARETTA,651.5
NC,Forsyth,CRES TOBACCO CO INC,1180.5
NC,Forsyth,PROGRESS RAIL,0
NC,Forsyth,WORTHINGTON CYLINDERS/WINSTONSALEM,0
NC,Forsyth,R J REYNOLDS TOBACCO CO WHITAKER PARK,4984.25
NC,Forsyth,SUIZA DAIRY GROUP LLC DBA LAND OF SUN DAIRIES LLC,1.25
NC,Forsyth,CENTRAL CAROLINA CONCRETE LLC WINSTON-SALEM,0
GA,Forsyth,INNOVATIVE WATER CARE LLC,0
NC,Forsyth,FLINT GROUP NA,517.9
NC,Forsyth,R J REYNOLDS TOBACCO CO TVILL,7009.5
NC,Forsyth,DEERE-HITACHI CONSTRUCTION MACHINERY CORP,272.5
GA,Forsyth,READY MIX USA LLC-JOHNS CREEK PLANT,0
NC,Forsyth,POWERLAB INC,32.3
NC,Forsyth,CONCRETE SUPPLY CO  LLC - LOWERY ST,0.01
GA,Forsyth,HOPEWELL DESIGNS INC,0
NC,Forsyth,ARGOS CLEMMONSVILLE CONCRETE PLANT,0.04
NC,Forsyth,AMERICAN SNUFF CO LLC TAYLOR BROTHERS DIV,3731.25
GA,Forsyth,TN GEORGIA,0
NC,Forsyth,ARDAGH METAL BEVERAGE USA INC RE: WINSTON SALEM PLANT,61081.21
NC,Forsyth,TEX-TECH COATINGS LLC,18820.51
GA,Forsyth,TYSON POULTRY INC-PROCESSING PLANT,1050
NC,Forsyth,SIEMENS WINSTON SERVICE CENTER,3
KY,Franklin,HAYASHI TELEMPU NA,5.65
AL,Franklin,TIFFIN MOTORHOMES INC,4017.63
KY,Franklin,MITSUI KINZOKU CATALYSTS AMERICA INC,1
AL,Franklin,CERTAINTEED LLC,1375.5
GA,Franklin,CARRY-ON TRAILER CORP,3838.92
KY,Franklin,NASHVILLE WIRE PRODUCTS,7800
KY,Franklin,TOPY AMERICA INC,500
NC,Franklin,TONEY LUMBER CO,4.12
AL,Franklin,PILGRIMS PRIDE RUSSELLVILLE PROCESSING PLANT,1501.67
TN,Franklin,NISSAN NA INC,242.92
AL,Franklin,READY MIX USA LLC - RUSSELLVILLE PLANT,0
TN,Franklin,CJBBB INC (DBA PHOENIX BOATS),26838
AL,Franklin,GATES CORP,0
TN,Franklin,ZANINI TENNESSEE INC,7727
NC,Franklin,PRUITT LUMBER CO INC,0
NC,Franklin,NOVOZYMES NA INC,1531.02
KY,Franklin,GREENHECK FAN CORP KENTUCKY,0.08
NC,Franklin,OLDCASTLE LAWN & GARDEN,0
TN,Franklin,TEPRO INC,7348.13
GA,Fulton,ALCHEM CHEMICAL CO,5
GA,Fulton,P&D COLOR CO INC,0
GA,Fulton,US PENITENTIARY,0.77
GA,Fulton,LOUIS BERGER ATL FUEL SERVICES,119.97
KY,Fulton,STELLA-JONES CORP,720.87
GA,Fulton,3M ATLANTA,305.5
GA,Fulton,PPG ARCHITECTURAL FINISHES EAST POINT,749.62
GA,Fulton,WHITAKER OIL CO,249.14
GA,Fulton,OWENS CORNING ROOFING & ASPHALT LLC ATLANTA,1978.76
GA,Fulton,BRADDOCK METALLURGICAL,176.5
GA,Fulton,ARGOS GLENWOOD AVE CONCRETE PLANT,0.36
GA,Fulton,ARGOS ALPHARETTA READY MIX,0.06
GA,Fulton,COUNTRY HOME BAKERS INC,5000
GA,Fulton,SVC MANUFACTURING,677.5
GA,Fulton,METALPLATE GALVANIZING LP,0
GA,Fulton,MONDELEZ GLOBAL LLC,14022
GA,Fulton,MAIN STEEL POLISHING CO INC,0.17
GA,Fulton,AIRGAS USA LLC - ATLANTA,413
GA,Fulton,ARGOS CEMENT LLC,0.3
KY,Fulton,INSTEEL WIRE PRODUCTS,0
GA,Fulton,NITRO QUIMICA CORP,467.25
GA,Fulton,ALCON LABORATORIES INC-JOHNS CREEK MANUFACTURING,1372.5
GA,Fulton,HARVARD CHEMICAL LLC,4.95
GA,Fulton,WILLIAM C MEREDITH CO INC,0
GA,Fulton,READY MIX USA LLC-DOWNTOWN FACILITY,0
GA,Fulton,OWENS-BROCKWAY GLASS CONTAINER INC PLANT #10,100.75
GA,Fulton,OWENS CORNING INSULATING SYSTEMS LLC FAIRBURN GA,39.25
GA,Fulton,STOROPACK INC,0
GA,Fulton,READY MIX USA LLC-MIDTOWN ATLANTA PLANT,0
GA,Fulton,POREX CORP,0
GA,Fulton,ARGOS RED OAK CONCRETE PLANT,0.06
GA,Fulton,READY MIX USA LLC - COLLEGE PARK PLANT,0
GA,Fulton,ARGOS ARMOUR DRIVE READY MIX,0.36
KY,Fulton,TOKAI CARBON GE LLC,402.02
FL,Gadsden,US ARMY CORPS OF ENGINEERS WOODRUFF/SEMINOLE SITE,0
FL,Gadsden,FORTERRA PIPE & PRECAST - GRETNA,0.05
FL,Gadsden,COASTAL FOREST RESOURCES CO,2.78
KY,Gallatin,NUCOR STEEL GALLATIN LLC,55.59
KY,Gallatin,STEEL TECHNOLOGIES LLC,0
NC,Gaston,FMC LITHIUM USA CORP,581.75
NC,Gaston,KEYSTONE POWDERED METAL CO,0
NC,Gaston,ARROCHEM INC,772.5
NC,Gaston,FIRESTONE FIBERS & TEXTILES CO,2834.94
NC,Gaston,DUKE ENERGY CAROLINAS LLC - ALLEN STEAM STATION,2109.27
NC,Gaston,GASTON COUNTY DYEING MACHINE CO,0
NC,Gaston,AMERICAN & EFIRD LLC PLANT 05 & 15,10506.33
NC,Gaston,DAIMLER TRUCKS NA LLC,95.42
NC,Gaston,LANXESS SOLUTIONS US INC,18.03
NC,Gaston,LUBRIZOL,30.32
NC,Gaston,CLARIANT CORP-MOUNT HOLLY WEST PLANT,133.38
NC,Gaston,CARUS LLC BELMONT SITE,0
NC,Gaston,J CHARLES SAUNDERS CO INC,4450.34
NC,Gaston,CONCRETE SUPPLY CO  LLC - DALLAS,0.01
NC,Gaston,MANN+HUMMEL FILTRATION TECHNOLOGY - ALLEN PLANT,0.18
NC,Gaston,BUCKEYE FIRE EQUIPMENT,0
NC,Gaston,NEW NGC INC (DBA NATIONAL GYPSUM CO),3.48
NC,Gaston,LANXESS CORP,0
AL,Geneva,RUSKIN CO,3604.13
MS,George,TRI-STATE POLE & PILING INC,0
MS,George,AMERICAN TANK & VESSEL INC,117.51
SC,Georgetown,S&W GEORGETOWN PLANT,0.01
SC,Georgetown,WINYAH GENERATING STATION,5343.55
SC,Georgetown,INTERNATIONAL PAPER GEORGETOWN MILL,37169.16
SC,Georgetown,3V SIGMA USA,9603.09
SC,Georgetown,LIBERTY STEEL GEORGETOWN INC,1521.86
SC,Georgetown,AMERICAN GYPSUM SOUTH CAROLINA LLC,0.25
SC,Georgetown,TREBOL USA LLC,43.25
TN,Gibson,DANA COMMERCIAL VEHICLE PRODUCTS LLC,20
TN,Gibson,US ARMY MILAN ARMY AMMUNITION PLANT,0
TN,Gibson,CECO DOOR PRODUCTS,10967.41
TN,Gibson,BIG BEND GALVANIZING LLC,465.5
TN,Gibson,SILGAN CONTAINERS MANUFACTURING CORP,566.58
TN,Gibson,BONGARDS' SOUTH LLC,87.5
TN,Gibson,MACLEAN POWER SYSTEMS,11.4
TN,Giles,NATIONAL COPPER,0
TN,Giles,MAGNETI MARELLI SUSPENSIONS USA,0
TN,Giles,ADIENT PULASKI,62.93
TN,Giles,MAGOTTEAUX INC,114.02
TN,Giles,MAGNETI MARELLI OF TENNESSEE DBA ALNA LLC,1422.77
TN,Giles,FRITO-LAY INC,16600
GA,Gilmer,PILGRIM'S PRIDE ELLIJAY PROCESSING PLANT,0
FL,Glades,OLD CASTLE LAWN & GARDEN APG,0
GA,Glynn,BRUNSWICK CONCRETE PLANT,0.04
GA,Glynn,SYMRISE COLONELS ISLAND FACILITY,1101
GA,Glynn,PINOVA INC,7790.08
GA,Glynn,US DHS FLETC GLYNCO GA,0
GA,Glynn,ALLIED UNIVERSAL CORP,3.5
GA,Glynn,BRUNSWICK CELLULOSE LLC,26528.12
GA,Gordon,PINE HALL BRICK CO INC,881
GA,Gordon,ALLIED UNIVERSAL CORP,2.5
GA,Gordon,PINE HALL BRICK CO PLANT #7,152.5
GA,Gordon,LG HAUSYS AMERICA INC,2645.25
GA,Gordon,CALHOUN PLASTICS & CHEMICALS,125
GA,Gordon,APACHE MILLS INC APACHE 2,0
GA,Gordon,FIELD TURF,0
GA,Gordon,HENKEL CORP,121.86
GA,Gordon,TEXTILE RUBBER & CHEMICAL CO RESACA COATING DIV,0
GA,Gordon,MOHAWK INDUSTRIES INC - FLOOR MAT PRINT PLANT,1.28
GA,Gordon,MANNINGTON COMMERCIAL,133.5
GA,Gordon,APACHE MILLS PLANT 1,84.17
GA,Gordon,PHOENIX CHEMICAL CO,632.65
GA,Grady,SEMINOLE MARINE INC,19241
GA,Grady,KOYO BEARINGS NA LLC-CAIRO PLANT,252.5
KY,Grant,GOTEC PLUS SUN LLC,2157.75
NC,Granville,J P TAYLOR CO LLC,187.5
NC,Granville,FEDERAL CORRECTIONAL COMPLEX,0.83
NC,Granville,IDEAL FASTENER CORP,0
NC,Granville,ALTEC INDUSTRIES INC,60
NC,Granville,US ARMY NATIONAL GUARD CAMP BUTNER RANGE,0
NC,Granville,CERTAINTEED CORP,16423.5
NC,Granville,PALLET ONE OF BUTNER,1.26
NC,Granville,REVLON CONSUMER PRODUCTS CORP,0.5
NC,Granville,BRIDGESTONE BANDAG LLC OXFORD PLANT,819
NC,Granville,SANTA FE NATURAL TOBACCO CO,848
KY,Graves,ATLAS EQUIPMENT SERVICES INC,0
KY,Graves,PILGRIMS PRIDE CORP MAYFIELD KY FACILITY,733.33
KY,Grayson,ESCUE WOOD PRESERVING INC,0
KY,Grayson,MTD CONSUMER GROUP INC - LEITCHFIELD FACILITY,1169.1
TN,Greene,US NITROGEN LLC,10167.5
TN,Greene,PARKER HANNIFIN CORP,2484.6
TN,Greene,LA QUESERA MEXICANA,121
AL,Greene,UNITED ROOFING INC,14.99
TN,Greene,JOHN DEERE POWER PRODUCTS,3507.75
TN,Greene,DONALDSON CO INC,0.84
TN,Greene,JARDEN ZINC PRODUCTS LLC,177.58
TN,Greene,HUF-NORTH AMERICA,1608.13
TN,Greene,SEA RAY BOATS,13655
TN,Greene,CROWN FIXTURES INC CROWNTONKA,0
TN,Greene,READY MIX USA LLC - GREENEVILLE PLANT,0
TN,Greene,OLDCASTLE BUILDING ENVELOPE - TENNESSEE FACILITY,369
TN,Greene,SCEPTER GREENEVILLE INC,7911.72
AL,Greene,CONSOLIDATED CATFISH PRODUCERS,536.25
TN,Greene,SUMIRIKO TENNESSEE INC,5014.33
GA,Greene,NOVELIS CORP-GREENSBORO,5941.97
TN,Greene,WORKHORSE CABS LLC DBA CRENLO ENGINEEED CABS,0.02
TN,Greene,AMERICAN GREETINGS/ PLUS MARK LLC,0
KY,Greenup,HARBISONWALKER INTERNATIONAL INC,27.1
KY,Greenup,VEOLIA WURTLAND PLANT,915.5
KY,Greenup,PREGIS INNOVATIVE PACKAGING INC,71839.25
SC,Greenville,MICHELIN TWEEL TECHNOLOGIES,0.93
SC,Greenville,BASF CORP MAULDIN PLANT,1113.83
SC,Greenville,ROYAL ADHESIVES & SEALANTS LLC,651.73
SC,Greenville,CPJ TECHNOLOGIES,97.4
SC,Greenville,AVX CORP,1.99
SC,Greenville,MEYER TOOL INC,0
SC,Greenville,TOWER INTERNATIONAL LLC,0
SC,Greenville,DIVERSIFIED COATING SYSTEMS INC,366.42
SC,Greenville,MITSUBISHI POLYESTER FILM INC,6172.05
SC,Greenville,VETRORESINA LLC,30439
SC,Greenville,ABB MOTORS & MECHANICAL INC,0
SC,Greenville,ETHOX CHEMICALS LLC,12.31
SC,Greenville,AMERICAN CONCRETE & PRECAST LLC - GREENVILLE,0.01
SC,Greenville,PATHEON API MANUFACTURING INC,1021.4
SC,Greenville,INTERNATIONAL VITAMIN CORP OF SOUTH CAROLINA,74
SC,Greenville,DRIVE AUTOMOTIVE INDUSTRIES OF AMERICA INC,1.5
SC,Greenville,MCLAUGHLIN GROUP INC,77.5
SC,Greenville,WOODWARD FST,0
SC,Greenville,T&S BRASS & BRONZE WORKS INC,67.35
SC,Greenville,SEALED AIR CORP CRYOVAC DIV,28746.03
SC,Greenville,HENTZEN AEROSPACE,531
SC,Greenville,METAL CHEM INC,0.25
SC,Greenville,GREENVILLE COLORANTS LLC,0
SC,Greenville,CONCRETE SUPPLY CO  LLC - PARIS MOUNTAIN,0
SC,Greenville,CONCRETE SUPPLY CO LLC - MAULDIN,0
SC,Greenville,ROY METAL FINISHING CO INC,37.5
SC,Greenville,RMF,25.83
SC,Greenville,ORTEC INC PIEDMONT,11.33
SC,Greenville,ROLL TECHNOLOGY CORP,0
SC,Greenville,MICHELIN NA INC,8.68
SC,Greenville,NATIONAL ELECTRICAL CARBON PRODUCTS INC,1.25
SC,Greenville,ASHLAND LLC,177.52
SC,Greenville,SIKA CORP,1.96
